"SampleID";"url";"image_url";"latitude";"longitude";"positional_accuracy";"observed_on";"year";"flora";"predicted_family";"predicted_genus";"predicted_scientific_name";"predicted_scientific_name_without_author";"rank";"confidence_score";"predicted_organ";"predicted_organ_score";"error"
91449138;"https://www.inaturalist.org/observations/91449138";"https://inaturalist-open-data.s3.amazonaws.com/photos/151267846/original.jpeg";42.2412375143;-88.3161966875;5410;"2021-08-16";2021;"k-north-central-u-s-a";"Lamiaceae";"Pycnanthemum";"Pycnanthemum muticum (Michx.) Pers.";"Pycnanthemum muticum";1;0.96321;"plant_flower";0.61301;
190100462;"https://www.inaturalist.org/observations/190100462";"https://inaturalist-open-data.s3.amazonaws.com/photos/333175603/original.jpeg";41.9871437215;2.8292997389;8;"2021-08-16";2021;"k-southwestern-europe";"Apiaceae";"Eryngium";"Eryngium campestre L.";"Eryngium campestre";1;0.95784;"plant_flower";0.72907;
96515653;"https://www.inaturalist.org/observations/96515653";"https://inaturalist-open-data.s3.amazonaws.com/photos/160348925/original.jpeg";44.179472127;-123.2049779459;4;"2021-08-15";2021;"k-northwestern-u-s-a";"Lamiaceae";"Mentha";"Mentha pulegium L.";"Mentha pulegium";1;0.96453;"plant_flower";0.63902;
91403653;"https://www.inaturalist.org/observations/91403653";"https://static.inaturalist.org/photos/151184146/original.jpg";42.9826351324;-85.414179166;4;"2021-08-15";2021;"k-northeastern-u-s-a";"Asteraceae";"Eupatorium";"Eupatorium perfoliatum L.";"Eupatorium perfoliatum";1;0.91376;"plant_flower";0.86117;
91301123;"https://www.inaturalist.org/observations/91301123";"https://inaturalist-open-data.s3.amazonaws.com/photos/150997045/original.jpg";40.2100438765;-74.774211282;50;"2021-08-15";2021;"k-northeastern-u-s-a";"Lamiaceae";"Pycnanthemum";"Pycnanthemum curvipes (Greene) E.Grant & Epling";"Pycnanthemum curvipes";1;0.67965;"plant_flower";0.80563;
92895425;"https://www.inaturalist.org/observations/92895425";"https://inaturalist-open-data.s3.amazonaws.com/photos/153883845/original.jpeg";44.3351049722;3.4817759722;;"2021-08-15";2021;"k-southwestern-europe";"Lamiaceae";"Mentha";"Mentha longifolia (L.) L.";"Mentha longifolia";1;0.75437;"plant_flower";0.87693;
92894321;"https://www.inaturalist.org/observations/92894321";"https://inaturalist-open-data.s3.amazonaws.com/photos/153881746/original.jpeg";44.3353269722;3.481682;;"2021-08-15";2021;"k-southwestern-europe";"Lamiaceae";"Mentha";"Mentha longifolia (L.) L.";"Mentha longifolia";1;0.70093;"plant_flower";0.8911;
91441598;"https://www.inaturalist.org/observations/91441598";"https://inaturalist-open-data.s3.amazonaws.com/photos/151246909/original.jpeg";50.0413224795;14.3644431721;2;"2021-08-15";2021;"k-middle-europe";"Apiaceae";"Eryngium";"Eryngium campestre L.";"Eryngium campestre";1;0.70221;"plant_flower";0.60444;
98037194;"https://www.inaturalist.org/observations/98037194";"https://inaturalist-open-data.s3.amazonaws.com/photos/163146957/original.jpeg";45.4315746764;4.387258105;8;"2021-08-14";2021;"k-southwestern-europe";"Apiaceae";"Eryngium";"Eryngium planum L.";"Eryngium planum";1;0.63627;"plant_flower";0.88772;
91142889;"https://www.inaturalist.org/observations/91142889";"https://static.inaturalist.org/photos/150712646/original.jpeg";48.3317208561;16.3023068011;1442;"2021-08-14";2021;"k-middle-europe";"Asteraceae";"Eupatorium";"Eupatorium cannabinum L.";"Eupatorium cannabinum";1;0.91699;"plant_flower";0.89003;
91059276;"https://www.inaturalist.org/observations/91059276";"https://inaturalist-open-data.s3.amazonaws.com/photos/150562520/original.jpeg";40.6426435696;-73.9681564271;;"2021-08-13";2021;"k-northeastern-u-s-a";"Lamiaceae";"Pycnanthemum";"Pycnanthemum muticum (Michx.) Pers.";"Pycnanthemum muticum";1;0.85257;"plant_flower";0.80741;
91005821;"https://www.inaturalist.org/observations/91005821";"https://inaturalist-open-data.s3.amazonaws.com/photos/150468280/original.jpeg";43.4200013221;6.8115573934;8;"2021-08-13";2021;"k-southwestern-europe";"Lamiaceae";"Mentha";"Mentha suaveolens Ehrh.";"Mentha suaveolens";1;0.77186;"plant_flower";0.81492;
91385781;"https://www.inaturalist.org/observations/91385781";"https://inaturalist-open-data.s3.amazonaws.com/photos/151151823/original.jpg";48.0044132138;16.2718591372;8;"2021-08-13";2021;"k-middle-europe";"Amaryllidaceae";"Allium";"Allium tuberosum Rottler ex Spreng.";"Allium tuberosum";1;0.59853;"plant_flower";0.85192;
90954995;"https://www.inaturalist.org/observations/90954995";"https://inaturalist-open-data.s3.amazonaws.com/photos/150379292/original.jpeg";38.0545149;-122.2295276;130;"2021-08-12";2021;"k-southwestern-u-s-a";"Polygonaceae";"Eriogonum";"Eriogonum arborescens Greene";"Eriogonum arborescens";1;0.55808;"plant_flower";0.82253;
90939511;"https://www.inaturalist.org/observations/90939511";"https://inaturalist-open-data.s3.amazonaws.com/photos/150349773/original.jpg";45.5187586094;-122.6109398332;35;"2021-08-12";2021;"k-northwestern-u-s-a";"Rhamnaceae";"Frangula";"Frangula californica (Eschsch.) A.Gray";"Frangula californica";1;0.89608;"plant_flower";0.65795;
90983447;"https://www.inaturalist.org/observations/90983447";"https://inaturalist-open-data.s3.amazonaws.com/photos/150429741/original.jpeg";47.9119566667;16.163845;;"2021-08-12";2021;"k-middle-europe";"Apiaceae";"Eryngium";"Eryngium campestre L.";"Eryngium campestre";1;0.74784;"plant_flower";0.79847;
91014440;"https://www.inaturalist.org/observations/91014440";"https://static.inaturalist.org/photos/150483711/original.jpg";43.2725966667;-79.9710083333;6;"2021-08-11";2021;"k-eastern-canada";"Lamiaceae";"Pycnanthemum";"Pycnanthemum virginianum (L.) T.Durand & B.D.Jacks. ex B.L.Rob. & Fernald";"Pycnanthemum virginianum";1;0.72873;"plant_flower";0.88667;
141781126;"https://www.inaturalist.org/observations/141781126";"https://inaturalist-open-data.s3.amazonaws.com/photos/242969078/original.jpg";41.0420360157;-73.8462369764;7;"2021-08-11";2021;"k-northeastern-u-s-a";"Asteraceae";"Euthamia";"Euthamia graminifolia (L.) Nutt.";"Euthamia graminifolia";1;0.7616;"plant_flower";0.84173;
90926854;"https://www.inaturalist.org/observations/90926854";"https://inaturalist-open-data.s3.amazonaws.com/photos/150326921/original.jpeg";47.4942357909;19.0760527735;3;"2021-08-11";2021;"k-middle-europe";"Lamiaceae";"Mentha";"Mentha suaveolens Ehrh.";"Mentha suaveolens";1;0.73732;"plant_flower";0.88216;
102428077;"https://www.inaturalist.org/observations/102428077";"https://inaturalist-open-data.s3.amazonaws.com/photos/171215096/original.jpeg";48.8366216834;2.4623308171;15;"2021-08-11";2021;"k-southwestern-europe";"Apiaceae";"Pastinaca";"Pastinaca sativa L.";"Pastinaca sativa";1;0.93972;"plant_flower";0.89806;
97297745;"https://www.inaturalist.org/observations/97297745";"https://inaturalist-open-data.s3.amazonaws.com/photos/161788724/original.jpeg";45.4315586771;4.3872306123;8;"2021-08-11";2021;"k-southwestern-europe";"Apiaceae";"Eryngium";"Eryngium planum L.";"Eryngium planum";1;0.58898;"plant_flower";0.80632;
91072700;"https://www.inaturalist.org/observations/91072700";"https://static.inaturalist.org/photos/150588001/original.jpg";47.6784356649;-122.3708527291;771;"2021-08-10";2021;"k-northwestern-u-s-a";"Lamiaceae";"Mentha";"Mentha suaveolens Ehrh.";"Mentha suaveolens";1;0.71979;"plant_flower";0.87627;
90667255;"https://www.inaturalist.org/observations/90667255";"https://inaturalist-open-data.s3.amazonaws.com/photos/149868040/original.jpeg";49.4003562927;11.17882061;6;"2021-08-10";2021;"k-middle-europe";"Asteraceae";"Erigeron";"Erigeron annuus (L.) Desf";"Erigeron annuus";1;0.67196;"plant_flower";0.75577;
90881115;"https://www.inaturalist.org/observations/90881115";"https://static.inaturalist.org/photos/150245958/original.jpeg";43.3497123717;0.0942068769;;"2021-08-10";2021;"k-southwestern-europe";"Lamiaceae";"Mentha";"Mentha suaveolens Ehrh.";"Mentha suaveolens";1;0.66819;"plant_flower";0.79571;
90644479;"https://www.inaturalist.org/observations/90644479";"https://static.inaturalist.org/photos/149832743/original.jpeg";46.6346980556;1.1025580556;;"2021-08-10";2021;"k-southwestern-europe";"Lamiaceae";"Mentha";"Mentha suaveolens Ehrh.";"Mentha suaveolens";1;0.82938;"plant_flower";0.86402;
90618975;"https://www.inaturalist.org/observations/90618975";"https://inaturalist-open-data.s3.amazonaws.com/photos/149788301/original.jpeg";38.0545149;-122.2295276;158;"2021-08-09";2021;"k-southwestern-u-s-a";"Polygonaceae";"Eriogonum";"Eriogonum fasciculatum Benth.";"Eriogonum fasciculatum";1;0.54604;"plant_flower";0.90351;
107237741;"https://www.inaturalist.org/observations/107237741";"https://inaturalist-open-data.s3.amazonaws.com/photos/180313565/original.jpeg";45.4204916667;-75.6829166667;;"2021-08-09";2021;"k-eastern-canada";"Rosaceae";"Dasiphora";"Dasiphora fruticosa (L.) Rydb.";"Dasiphora fruticosa";1;0.87247;"plant_flower";0.80478;
90611839;"https://www.inaturalist.org/observations/90611839";"https://inaturalist-open-data.s3.amazonaws.com/photos/149774252/original.jpeg";45.3953912959;-75.8440732956;1185;"2021-08-09";2021;"k-eastern-canada";"Asteraceae";"Euthamia";"Euthamia graminifolia (L.) Nutt.";"Euthamia graminifolia";1;0.76053;"plant_flower";0.78841;
90984803;"https://www.inaturalist.org/observations/90984803";"https://inaturalist-open-data.s3.amazonaws.com/photos/150433032/original.jpg";48.7100412106;9.2076956333;15;"2021-08-09";2021;"k-middle-europe";"Asteraceae";"Solidago";"Solidago rugosa Mill.";"Solidago rugosa";1;0.60224;"plant_flower";0.90477;
90754972;"https://www.inaturalist.org/observations/90754972";"https://static.inaturalist.org/photos/150020987/original.jpeg";49.7035183476;9.2497204989;18;"2021-08-09";2021;"k-middle-europe";"Lamiaceae";"Mentha";"Mentha spicata L.";"Mentha spicata";1;0.68285;"plant_flower";0.86735;
90595540;"https://www.inaturalist.org/observations/90595540";"https://inaturalist-open-data.s3.amazonaws.com/photos/149743334/original.jpeg";40.6550020972;-74.0033536602;4;"2021-08-09";2021;"k-northeastern-u-s-a";"Lamiaceae";"Pycnanthemum";"Pycnanthemum muticum (Michx.) Pers.";"Pycnanthemum muticum";1;0.92311;"plant_flower";0.73281;
90672564;"https://www.inaturalist.org/observations/90672564";"https://inaturalist-open-data.s3.amazonaws.com/photos/149875646/original.jpg";50.1351669572;8.6991215419;15;"2021-08-09";2021;"k-middle-europe";"Lamiaceae";"Mentha";"Mentha spicata L.";"Mentha spicata";1;0.51023;"plant_flower";0.74707;
